"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.339547000E0,-5.944155179E-2,2.388984108E-2,-1.285574681E-1,1.436351112E-1
2.349585000E0,-4.529694526E-2,1.723214652E-2,-1.475650120E-1,1.553196475E-1
2.359623000E0,-3.836605783E-2,3.031949423E-2,-1.432269627E-1,1.513446034E-1
2.369661000E0,-3.936413186E-2,3.307342317E-2,-1.330428672E-1,1.426316610E-1
2.379699000E0,-2.663082392E-2,1.711931353E-2,-1.312220442E-1,1.349870237E-1
2.389737000E0,-1.644991698E-2,3.575303765E-2,-1.179973966E-1,1.243875600E-1
2.399775000E0,-3.869970543E-2,1.413222687E-2,-1.047435129E-1,1.125548334E-1
2.409813000E0,-4.097289274E-2,1.061646055E-2,-7.887952387E-2,8.951796725E-2
2.419851000E0,-3.454873963E-2,8.473547380E-3,-6.764643788E-2,7.642942479E-2
2.429889000E0,-3.404160331E-2,2.545768060E-3,-3.706666946E-2,5.039096820E-2
2.439927000E0,-4.155712095E-2,9.851480294E-3,-1.632951915E-2,4.572416387E-2
2.449965000E0,-4.182850485E-2,-1.808929352E-2,-1.666514933E-2,4.852394832E-2
2.460003000E0,-5.278759397E-2,-1.409275817E-2,3.911787271E-4,5.463779763E-2
2.470041000E0,-6.422092882E-2,-3.525730340E-2,3.737306356E-2,8.224445891E-2
2.480079000E0,-6.066132666E-2,-4.140307423E-2,5.280269623E-2,9.045515926E-2
2.490117000E0,-6.293000065E-2,-4.828557596E-2,7.719903409E-2,1.106859191E-1
2.500155000E0,-6.322244366E-2,-5.504475625E-2,8.030916810E-2,1.160886086E-1
2.510193000E0,-6.627610635E-2,-4.926465567E-2,7.798723876E-2,1.135849373E-1
2.520232000E0,-5.452671122E-2,-5.428686574E-2,1.085494655E-1,1.330534197E-1
2.530270000E0,-2.482344043E-2,-4.442264948E-2,1.433988708E-1,1.521604782E-1
2.540308000E0,-1.495084620E-2,-2.495178681E-2,1.665193462E-1,1.690408594E-1
2.550346000E0,5.034589721E-3,-4.025236046E-2,1.695417720E-1,1.743273130E-1
2.560384000E0,4.227098376E-3,-3.330851778E-2,1.596652400E-1,1.631573308E-1
2.570422000E0,-1.173415583E-2,-1.220589822E-2,1.105568147E-1,1.118458029E-1
2.580460000E0,-2.575792599E-2,-3.815673664E-3,6.908836126E-2,7.383245749E-2
2.590498000E0,-2.389158611E-2,1.218135819E-2,6.191441238E-2,6.747286740E-2
2.600536000E0,-1.393105525E-2,3.637622293E-2,4.369331896E-2,5.853554490E-2
2.610574000E0,-4.815885583E-3,3.674234999E-2,2.909925342E-2,4.711644709E-2
2.620612000E0,-1.297241338E-3,4.967465512E-2,1.649090230E-2,5.235650920E-2
2.630650000E0,-1.198013174E-2,6.572473219E-2,-2.242290258E-2,7.047021029E-2
2.640688000E0,-2.247526257E-2,5.805941619E-2,-5.306757510E-2,8.180587242E-2
2.650726000E0,-2.961401853E-2,7.198651543E-2,-7.514373779E-2,1.081925590E-1
2.660764000E0,-3.886029373E-2,8.646250376E-2,-9.584346592E-2,1.348030302E-1
2.670802000E0,-5.193850516E-2,7.291382901E-2,-1.073899627E-1,1.398092946E-1
2.680840000E0,-5.295840575E-2,7.688317481E-2,-1.281996185E-1,1.585899035E-1
2.690878000E0,-4.714717789E-2,6.438104203E-2,-1.482579070E-1,1.683691835E-1
2.700916000E0,-5.566333685E-2,4.535889834E-2,-1.482655084E-1,1.647376633E-1
2.710954000E0,-8.750726416E-2,3.159722049E-2,-1.665573531E-1,1.907806529E-1
2.720992000E0,-9.215813949E-2,1.338807732E-2,-1.649733424E-1,1.894427803E-1
2.731030000E0,-1.012488422E-1,1.932888497E-3,-1.418780100E-1,1.743113130E-1
2.741068000E0,-9.523973177E-2,-6.124355402E-3,-1.341012132E-1,1.645941968E-1
2.751106000E0,-8.628112131E-2,-2.673124071E-2,-1.181400687E-1,1.487147166E-1
2.761144000E0,-7.847849624E-2,-3.182648616E-2,-8.260887802E-2,1.183048026E-1
2.771182000E0,-6.919827978E-2,-2.369827168E-2,-5.459545255E-2,9.127252294E-2
2.781220000E0,-4.590950506E-2,-2.274619879E-2,-1.058813810E-2,5.231807415E-2
2.791258000E0,-1.963700582E-2,-3.225598242E-2,2.113885403E-2,4.327714812E-2
2.801296000E0,-1.319105356E-2,-2.225488650E-2,3.655971587E-2,4.478723804E-2
2.811334000E0,-3.222565913E-2,-1.832723865E-2,9.488861561E-3,3.826773153E-2
2.821372000E0,-3.530611851E-2,-1.167961227E-2,-2.024247587E-2,4.234020756E-2
2.831410292E0,-2.855207280E-2,7.232347950E-3,-4.215374708E-2,5.142437274E-2
2.841448292E0,-4.114017793E-2,-5.070668869E-3,-7.450405240E-2,8.525889834E-2
2.851486292E0,-4.067249204E-2,1.459384628E-2,-9.170188308E-2,1.013729122E-1
2.861524292E0,-4.097815524E-2,1.778266188E-2,-8.147217929E-2,9.291473655E-2
2.871562292E0,-4.150910069E-2,1.632164368E-2,-8.738079071E-2,9.810608584E-2
2.881600292E0,-4.186458400E-2,1.991978265E-2,-7.545480967E-2,8.855997649E-2
2.891638292E0,-2.287167639E-2,2.062185053E-3,-6.621211588E-2,7.008145602E-2
2.901676292E0,-3.385485786E-2,1.458178639E-2,-4.992469668E-2,6.205848237E-2
2.911714292E0,-5.395348309E-2,9.758034479E-3,-4.456806242E-2,7.065769429E-2
2.921752292E0,-4.650696259E-2,1.663470726E-2,-4.341382205E-2,6.575994982E-2
