"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.717741833E0,-3.605742007E-2,-1.308683991E0,-1.267443877E-2,1.309241982E0
2.727779833E0,-9.731893241E-2,-1.424292803E0,9.324049577E-3,1.427644179E0
2.737817833E0,-1.517422199E-1,-1.439474702E0,3.592370078E-2,1.447896278E0
2.747855833E0,-1.969321072E-1,-1.352273345E0,6.048904359E-2,1.367875864E0
2.757892833E0,-2.240542769E-1,-1.173601389E0,8.419170976E-2,1.197759902E0
2.767930833E0,-2.326622456E-1,-9.138163328E-1,1.014693379E-1,9.484134316E-1
2.777968833E0,-2.193277925E-1,-5.954015851E-1,1.162203178E-1,6.450696787E-1
2.788006833E0,-1.879561245E-1,-2.453107387E-1,1.221289411E-1,3.322955635E-1
2.798043833E0,-1.389917731E-1,1.251216382E-1,1.183642969E-1,2.213238444E-1
2.808081833E0,-7.804499567E-2,4.807235003E-1,1.072606221E-1,4.986892280E-1
2.818119833E0,-8.529037237E-3,8.014743328E-1,9.072718769E-2,8.066382542E-1
2.828156833E0,6.576692313E-2,1.062323809E0,6.856299192E-2,1.066563663E0
2.838194833E0,1.375521570E-1,1.242969513E0,3.799390048E-2,1.251134422E0
2.848232833E0,2.006928921E-1,1.342865825E0,3.635309637E-3,1.357784768E0
2.858270833E0,2.459607720E-1,1.347549796E0,-3.096234985E-2,1.370162699E0
2.868307833E0,2.784144878E-1,1.267513394E0,-6.261485815E-2,1.299240337E0
2.878345833E0,2.893174589E-1,1.095985651E0,-9.397224337E-2,1.137418095E0
2.888383833E0,2.779581547E-1,8.617854714E-1,-1.188539565E-1,9.132695098E-1
2.898420833E0,2.435122877E-1,5.702982545E-1,-1.375735700E-1,6.351888070E-1
2.908458833E0,1.879878342E-1,2.446085066E-1,-1.508051306E-1,3.433874411E-1
2.918496833E0,1.226740852E-1,-9.468647838E-2,-1.530360579E-1,2.177946175E-1
2.928534833E0,4.083370045E-2,-4.241000712E-1,-1.467965841E-1,4.506412083E-1
2.938571833E0,-4.488972574E-2,-7.193261385E-1,-1.265299320E-1,7.317479106E-1
2.948609833E0,-1.279148459E-1,-9.632875919E-1,-9.933640808E-2,9.768075115E-1
2.958647833E0,-1.986329556E-1,-1.137199521E0,-5.931523070E-2,1.155939487E0
2.968684833E0,-2.553903461E-1,-1.237269759E0,-1.423526276E-2,1.263433152E0
2.978722833E0,-2.921891212E-1,-1.255373955E0,3.087149374E-2,1.289298762E0
2.988760833E0,-3.021506369E-1,-1.184136987E0,7.761481404E-2,1.224540514E0
