"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.642565750E0,1.351130366E0,-9.586273134E-2,2.565331459E-1,1.378605159E0
2.652603750E0,1.618367672E0,-1.596859246E-1,2.875320613E-1,1.651450333E0
2.662640750E0,1.739151716E0,-2.093101591E-1,3.018786907E-1,1.777523608E0
2.672678750E0,1.701310277E0,-2.301073223E-1,2.861159742E-1,1.740479356E0
2.682716750E0,1.508728266E0,-2.358233333E-1,2.546413243E-1,1.548133014E0
2.692754750E0,1.180590868E0,-2.311617434E-1,2.069182694E-1,1.220674289E0
2.702792750E0,7.443068027E-1,-2.061150968E-1,1.390414536E-1,7.847347167E-1
2.712830750E0,2.351676971E-1,-1.800363511E-1,7.236094773E-2,3.048820103E-1
2.722868750E0,-2.995945513E-1,-1.306477338E-1,-6.263894029E-3,3.269020678E-1
2.732905750E0,-8.114503622E-1,-8.213318884E-2,-7.537505776E-2,8.190720056E-1
2.742943750E0,-1.250640512E0,-2.858363092E-2,-1.437816471E-1,1.259202873E0
2.752981750E0,-1.590879321E0,2.956409566E-2,-1.972382218E-1,1.603332145E0
2.763019750E0,-1.784998178E0,7.226477563E-2,-2.338768542E-1,1.801704492E0
2.773057750E0,-1.820162296E0,1.270087212E-1,-2.568277121E-1,1.842574957E0
2.783095750E0,-1.681979060E0,1.452279687E-1,-2.548346519E-1,1.707362124E0
2.793132750E0,-1.393181324E0,1.481225491E-1,-2.333349586E-1,1.420330840E0
2.803170750E0,-9.861477017E-1,1.402003914E-1,-1.929421574E-1,1.014578787E0
2.813208750E0,-4.880492091E-1,1.034541056E-1,-1.415471435E-1,5.185849750E-1
2.823246750E0,4.189709201E-2,7.030507922E-2,-7.717270404E-2,1.124890961E-1
2.833284750E0,5.682802200E-1,1.910048537E-2,-7.121977396E-3,5.686457241E-1
2.843322750E0,1.021262527E0,-2.113698982E-2,6.299967319E-2,1.023422141E0
2.853360750E0,1.386304379E0,-6.478033960E-2,1.270923764E-1,1.393624338E0
2.863397750E0,1.602605700E0,-7.531657070E-2,1.756199002E-1,1.613957858E0
2.873435750E0,1.679080844E0,-9.616299719E-2,2.117217034E-1,1.695106452E0
2.883473750E0,1.594640255E0,-7.838733494E-2,2.310719788E-1,1.613200662E0
2.893511750E0,1.376172543E0,-6.182780489E-2,2.303167135E-1,1.396681543E0
2.903549750E0,1.040300846E0,-2.899405733E-2,2.161539495E-1,1.062915347E0
2.913587750E0,6.295905113E-1,8.510442451E-3,1.857406497E-1,6.564725649E-1
2.923625750E0,1.691991389E-1,2.855594642E-2,1.467857510E-1,2.258093164E-1
2.933662750E0,-2.935099304E-1,5.657773092E-2,9.525198489E-2,3.137229024E-1
2.943700750E0,-7.284142375E-1,7.954491675E-2,3.839280084E-2,7.337497546E-1
2.953738750E0,-1.082601547E0,8.777141571E-2,-1.793279126E-2,1.086301761E0
2.963776750E0,-1.336714864E0,9.621328861E-2,-7.436927408E-2,1.342234858E0
2.973814750E0,-1.465400934E0,9.220522642E-2,-1.238294989E-1,1.473511264E0
2.983852750E0,-1.464594603E0,8.333297074E-2,-1.617748886E-1,1.475856649E0
2.993890750E0,-1.333511353E0,6.722112000E-2,-1.875122041E-1,1.348307099E0
