"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.388284250E0,5.910229268E-1,-4.687913787E-2,-4.635345125E-1,7.525755762E-1
2.398322250E0,4.388709569E-1,-3.001461675E-2,-5.248074853E-1,6.847857261E-1
2.408360250E0,2.869873011E-1,1.544231381E-3,-5.944273585E-1,6.600817981E-1
2.418398250E0,1.766022849E-1,3.050561842E-2,-6.164216602E-1,6.419459657E-1
2.428436250E0,-3.297777551E-2,4.989027120E-2,-6.310683507E-1,6.338957612E-1
2.438475250E0,-1.602250744E-1,7.162415251E-2,-6.006628293E-1,6.257778585E-1
2.448513250E0,-3.081586437E-1,8.177963320E-2,-5.967633212E-1,6.765915456E-1
2.458551250E0,-4.390814567E-1,1.122919576E-1,-5.681833005E-1,7.267972704E-1
2.468589250E0,-5.528982037E-1,1.406119051E-1,-5.087890381E-1,7.644176978E-1
2.478627250E0,-7.017616265E-1,1.484915033E-1,-4.485106766E-1,8.459792751E-1
2.488665250E0,-8.103036368E-1,1.624383369E-1,-3.386952889E-1,8.931364374E-1
2.498703250E0,-9.267891627E-1,1.770769875E-1,-2.541761255E-1,9.771898047E-1
2.508741250E0,-1.060445841E0,2.073873454E-1,-1.519819987E-1,1.091170666E0
2.518780250E0,-1.145500463E0,2.009043730E-1,-2.147448421E-2,1.163183147E0
2.528818250E0,-1.258280170E0,2.049913940E-1,8.002323925E-2,1.277377852E0
2.538856250E0,-1.373364338E0,1.866492267E-1,1.857502538E-1,1.398381455E0
2.548894250E0,-1.421762034E0,1.872826263E-1,2.756435931E-1,1.460294989E0
2.558932250E0,-1.514292906E0,1.673691659E-1,3.691546047E-1,1.567600257E0
2.568970250E0,-1.522833349E0,1.641968322E-1,4.526452428E-1,1.597144241E0
2.579008250E0,-1.513481459E0,1.327247421E-1,4.687666011E-1,1.589963556E0
2.589046250E0,-1.508373185E0,1.158000312E-1,5.237900698E-1,1.600923280E0
2.599085250E0,-1.447039255E0,8.803737821E-2,5.829773408E-1,1.562541444E0
2.609123250E0,-1.390116757E0,6.295039281E-2,5.639996177E-1,1.501493563E0
2.619161250E0,-1.294814158E0,3.600267721E-2,5.867569810E-1,1.422013942E0
