"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.309545750E0,-4.790883511E-2,5.861464143E-2,5.495122634E-3,7.590210171E-2
2.319583750E0,-5.697024241E-2,6.288741529E-2,3.865001956E-3,8.494335620E-2
2.329621750E0,-6.202456728E-2,6.284206361E-2,1.493612537E-3,8.830856574E-2
2.339658750E0,-5.992919207E-2,5.904813111E-2,-1.512297429E-3,8.414556966E-2
2.349696750E0,-5.408415198E-2,4.941146448E-2,-3.342390060E-3,7.333321137E-2
2.359734750E0,-4.000215232E-2,3.801819682E-2,-6.446303800E-3,5.556177024E-2
2.369772750E0,-2.074197121E-2,2.185842954E-2,-7.999228314E-3,3.117704228E-2
2.379810750E0,-2.505709417E-3,2.962769242E-3,-9.430144913E-3,1.019726504E-2
2.389847750E0,1.759824157E-2,-1.434624940E-2,-9.736014530E-3,2.470431050E-2
2.399885750E0,3.531092778E-2,-2.972946689E-2,-9.861717001E-3,4.720123181E-2
2.409923750E0,5.229065567E-2,-4.431595281E-2,-9.880999103E-3,6.925207930E-2
2.419961750E0,6.050704420E-2,-5.296483636E-2,-9.460485540E-3,8.096837083E-2
2.429999750E0,6.472871453E-2,-5.985931307E-2,-6.077551283E-3,8.837352814E-2
2.440036750E0,6.331164390E-2,-6.097944081E-2,-5.495117977E-3,8.807413228E-2
2.450074750E0,5.402093381E-2,-5.580487102E-2,-2.015233040E-3,7.769495533E-2
2.460112750E0,4.152751341E-2,-4.914403707E-2,-3.977716435E-3,6.446311331E-2
2.470150750E0,2.258921042E-2,-3.623957932E-2,-1.832253998E-3,4.274267997E-2
2.480188750E0,2.579814289E-3,-2.252190374E-2,-9.227845585E-4,2.268795101E-2
2.490225750E0,-1.418280602E-2,-4.772146232E-3,-4.315549741E-4,1.497035757E-2
2.500263750E0,-3.110106848E-2,9.731428698E-3,-3.314600326E-5,3.258800798E-2
2.510301750E0,-4.560815543E-2,2.531620860E-2,3.463942558E-3,5.227822833E-2
2.520339750E0,-5.420430750E-2,3.749591112E-2,6.794758141E-3,6.625872803E-2
2.530377750E0,-6.025413796E-2,4.822999611E-2,9.233243763E-3,7.772995856E-2
2.540414750E0,-5.665221065E-2,5.388069153E-2,1.136457175E-2,7.900478076E-2
2.550452750E0,-5.179842189E-2,5.643606931E-2,1.264193375E-2,7.763971225E-2
2.560490750E0,-3.987651318E-2,5.135315657E-2,1.306537725E-2,6.631732108E-2
2.570528750E0,-2.378359064E-2,4.466818273E-2,1.296052709E-2,5.223869251E-2
2.580566750E0,-5.519365892E-3,3.281977773E-2,1.077513769E-2,3.498149228E-2
2.590603750E0,1.298297197E-2,1.964156702E-2,7.220537402E-3,2.462691366E-2
2.600641750E0,2.941547334E-2,4.078852013E-3,6.620793603E-3,3.042600883E-2
2.610680250E0,4.377840832E-2,-1.160063688E-2,1.971725607E-3,4.533223481E-2
2.620718250E0,4.849060625E-2,-2.517769858E-2,-1.656564884E-3,5.466259788E-2
2.630756250E0,4.689368606E-2,-3.594132140E-2,-7.588378154E-3,5.956827897E-2
2.640793250E0,3.474674374E-2,-4.144740850E-2,-9.406784549E-3,5.489728105E-2
2.650831250E0,2.131649852E-2,-4.364430532E-2,-1.272365730E-2,5.021065575E-2
2.660869250E0,3.251476679E-3,-4.290447757E-2,-1.188529376E-2,4.463884523E-2
2.670907250E0,-1.342920866E-2,-3.573006019E-2,-8.464743383E-3,3.909773302E-2
2.680945250E0,-2.298436500E-2,-2.883540094E-2,-5.969894119E-3,3.735506683E-2
2.690982250E0,-2.625937946E-2,-2.130423300E-2,-1.751715550E-3,3.385991525E-2
2.701020250E0,-2.383537032E-2,-9.208155796E-3,3.642251017E-3,2.581048244E-2
2.711058250E0,-1.602521911E-2,2.247572411E-3,4.816689529E-3,1.688371190E-2
2.721096250E0,-7.824013941E-3,1.610399969E-2,3.096286906E-3,1.816978241E-2
2.731134250E0,-4.037646577E-3,2.893633768E-2,5.198243540E-3,2.967551118E-2
2.741171250E0,-4.412619863E-3,4.145985097E-2,1.678876113E-3,4.172779746E-2
2.751209250E0,-6.140300538E-3,5.162765831E-2,-7.592028705E-4,5.199706513E-2
2.761247250E0,-3.282728605E-3,5.597819760E-2,-4.710535053E-3,5.627187623E-2
2.771285250E0,2.359850332E-3,5.629880354E-2,-9.381656535E-3,5.712389739E-2
2.781323250E0,5.744994618E-3,5.230939016E-2,-1.487495843E-2,5.468584506E-2
2.791360250E0,4.068534821E-3,4.457583651E-2,-1.677618921E-2,4.780166002E-2
2.801398250E0,-4.279143643E-3,3.570538014E-2,-1.458254363E-2,3.880510044E-2
2.811436250E0,-1.283939369E-2,2.121375129E-2,-1.203567069E-2,2.756321177E-2
2.821474250E0,-2.314556018E-2,8.874527179E-3,-5.510659888E-3,2.539373074E-2
2.831512250E0,-2.886677906E-2,-3.352539614E-3,3.365031676E-3,2.925498066E-2
2.841549250E0,-3.375394642E-2,-1.742335036E-2,1.005702280E-2,3.929434749E-2
2.851587250E0,-2.830057777E-2,-2.829604410E-2,1.446414739E-2,4.255350013E-2
2.861625250E0,-1.911879703E-2,-3.605276346E-2,1.159858704E-2,4.242472598E-2
2.871663250E0,-5.637216382E-3,-4.311090708E-2,5.152341910E-3,4.378213271E-2
2.881701250E0,3.499289975E-3,-4.531547055E-2,1.272237860E-4,4.545055651E-2
2.891738250E0,6.887858268E-3,-4.313364998E-2,-3.141321242E-3,4.379294750E-2
2.901776250E0,8.834362030E-3,-3.906087577E-2,-3.341324627E-3,4.018659502E-2
2.911814250E0,4.038542043E-3,-3.059095889E-2,-6.086551584E-4,3.086238891E-2
2.921852250E0,4.248398822E-3,-2.054924518E-2,-4.646182060E-5,2.098386353E-2
